term,aliases,category,definition,source_name,source_url
역외시장(off-shore market),[],채권/금리/환율,"역외시장은 비거주자가 자금을 조달하거나 운용할 때 국내 시장과 분리하여 금융, 세제, 외환 관리 등의 규제를 덜 받으며 자유롭게 거래할 수 있도록 허용된 시장입니다. 주로 환율이나 채권 관련 뉴스에서 국제적인 자금 흐름을 설명할 때 쓰입니다. 거래 방식에 따라 국내 금융 거래와 계정을 분리하는 방식과 일체화된 방식으로 나뉘며, 런던, 홍콩, 싱가포르 등이 대표적인 시장으로 꼽힙니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
역외예금(off-shore deposit),[],채권/금리/환율,"역외예금은 본국의 세금이나 금융 규제를 피하기 위해 타국에 본거지를 두고 국제적으로 판매되는 예금입니다. 자본의 다국적화 과정에서 등장했으며, 최근에는 세율이 높은 국가의 거주자가 조세피난지 등에서 투자 목적으로 운용하는 자금을 뜻하기도 합니다. 뉴스나 리포트에서 글로벌 자금 이동이나 조세 환경을 다룰 때 사용되는 용어입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
역외펀드(off-shore fund),[],ETF/펀드,"역외펀드는 세금이 거의 없거나 규제가 엄격하지 않은 지역에 본점을 두고, 실제 투자는 그 외의 국가를 대상으로 하는 펀드입니다. 주로 조세 회피처나 외환 관리가 자유로운 국가에 설립하여 세금 혜택을 얻거나 운용의 자율성을 확보하려는 목적으로 활용됩니다. 투자 대상 국가와 펀드 설립 국가가 다르다는 점이 특징이며, 국제적인 주식 투자 규모가 커짐에 따라 그 비중이 늘어나는 추세입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
역조시장,[],파생/구조화상품,"역조시장은 상품선물 시장에서 현물가격이 선물가격보다 높게 형성되어 있는 상태를 뜻합니다. 보통은 선물가격이 현물가격보다 높지만, 생산 공정의 화재나 파업 등으로 인해 일시적인 공급 부족이 예상될 때 이러한 현상이 나타날 수 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
역환(adverse exchange),[],채권/금리/환율,"역환은 먼 지역 간의 채권채무 관계를 결제할 때, 채무자가 직접 송금하지 않고 채권자가 채무자 앞으로 환어음을 발행하여 자금을 회수하는 방식입니다. 채권자가 발행한 어음을 은행에 할인된 가격으로 매도하여 결제하는 환방식을 뜻하며, 주로 무역이나 원거리 거래의 결제 맥락에서 사용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
연결재무제표(consolidated financial sheets),[],재무/회계,"연결재무제표는 법적으로는 독립된 여러 회사가 경제적으로 하나의 기업처럼 운영될 때, 이들을 하나의 단위로 묶어 작성한 재무제표입니다. 지배기업과 종속기업을 하나의 실체로 보고 연결대차대조표와 연결손익계산서 등을 작성합니다. 기업의 전체적인 재무 상태와 경영 성과를 종합적으로 파악할 때 활용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
연금기금(pension fund),[],수급/투자자,"연금기금은 가입자의 퇴직, 사망, 질병 등의 상황이 발생했을 때 급여를 지급하기 위해 고용주나 노동조합, 개인 등이 마련한 자금 또는 제도를 뜻합니다. 주식 시장의 수급이나 투자자 정보에서는 이러한 자금을 운용하는 기관 투자자를 의미하는 용어로 주로 사용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
연기금,[],수급/투자자,"연기금은 국민연금, 공무원연금, 군인연금, 사학연금 등 각종 연금과 사회기금을 통합해 부르는 명칭입니다. 주식 시장에서는 뉴스나 투자자별 매매 동향 화면에서 주요한 수급 주체 중 하나로 언급됩니다. 여러 기금이 합쳐진 만큼 자금 규모가 크다는 특징이 있습니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
연말장세,[],가격/차트,"연말장세는 보통 10월경부터 연말까지 주가가 강세장을 형성하는 경우를 뜻합니다. 주로 뉴스나 리포트에서 연말의 시장 흐름을 분석할 때 사용되는 용어입니다. 다만, 매년 반드시 강세장이 나타나는 것은 아니며 시장 상황에 따라 다르게 나타날 수 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
연방준비이사회(FRB),[],거시경제,"연방준비이사회(FRB)는 미국의 통화정책을 총괄하며 금리를 결정하는 기관입니다. 의장을 포함한 이사회 위원들로 구성되며, 연 8회 연방공개시장위원회(FOMC)를 개최하여 주요 금융정책을 결정합니다. 미국의 달러가 세계 경제의 기준이 되는 만큼, FRB의 결정은 국내외 주식 시장과 경제 전반에 강력한 영향력을 미칩니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
연방준비제도(federal reserve system),[],거시경제,"연방준비제도는 미국의 중앙은행제도입니다. 워싱턴의 이사회와 12개 지역 연방준비은행으로 구성된 지방 분산적인 구조가 특징입니다. 통화정책 수립, 금리 및 지급준비율 결정, 금융기관 감독 등의 역할을 수행하며 미국의 경제 정책을 총괄합니다. 글로벌 경제의 중심인 만큼 국내 주식 시장의 뉴스나 리포트에서 거시경제 흐름을 파악할 때 중요하게 다뤄집니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
연속복리(continuous compounding),[],투자지표/밸류에이션,연속복리는 이자가 붙는 시간 간격을 아주 짧게 설정하여 끊임없이 복리가 계산되는 방식입니다. 실제 금융 시장이나 분석 리포트에서는 하루 단위로 복리를 계산하는 방식으로 대신하여 적용하기도 합니다. 주로 복잡한 금융 상품의 가치를 평가하거나 수익률을 정밀하게 분석할 때 활용되는 개념입니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
영국 FT-SE 100주가지수(FT-SE 100 stock price index),[],가격/차트,"FT-SE 100지수는 런던국제증권거래소(ISE)에 상장된 100개의 우량주식으로 구성된 영국의 대표적인 주가지수입니다. Financial Times와 ISE가 공동으로 산출하며, 산업별로 안배된 거래가 활발한 종목들을 시가총액 방식으로 계산해 지수화합니다. 영국 증시의 전반적인 흐름을 보여주는 지표로 쓰이며, 주가지수 선물 거래의 기초 자산으로도 활용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
영업 레버리지(operating leverage),[],재무/회계,"영업 레버리지는 기업의 영업비용 중 고정비가 차지하는 비중을 의미합니다. 매출액의 변화가 영업이익에 미치는 영향을 보여주며, 고정비의 크기에 따라 그 효과가 달라집니다. 주로 재무제표 분석이나 기업 리포트에서 매출 변동에 따른 수익성 변화를 설명할 때 사용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
영업 보고서,[],공시/기업행위,"영업 보고서는 상장사가 결산기마다 해당 기간의 영업 실적을 기록하여 주주와 이해관계자에게 배포하는 보고서입니다. 보고서에는 재산목록, 대차대조표, 손익계산서, 손익 처분 안 등이 포함됩니다. 기업의 경영 성과와 재무 상태를 파악할 수 있는 공시 자료로 활용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
영업권,[],재무/회계,"영업권은 기업이 다른 기업을 인수하거나 합병할 때, 매입 가격이 취득한 순자산의 공정가치를 초과한 금액을 뜻합니다. 해당 기업이 동종 업계 평균보다 높은 수익을 낼 수 있는 무형의 가치를 자본화한 무형자산으로 분류됩니다. 재무제표에서 기업의 브랜드 가치나 경영 노하우 같은 보이지 않는 경쟁력을 나타내지만, 시장 상황에 따라 그 가치가 달라질 수 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
영업이익,[],재무/회계,"영업이익은 기업의 영업활동으로 얻은 매출총이익에서 판매비와 관리비를 뺀 금액입니다. 기업이 본업을 통해 얼마나 수익을 내고 있는지 보여주는 지표로, 재무제표나 실적 공시에서 중요하게 다뤄집니다. 영업이익이 크다는 것은 기업의 기술력이나 영업 환경이 우수하거나 시장 상황이 좋다는 의미로 해석될 수 있으나, 기업의 전체적인 성과를 판단할 때는 다른 지표와 함께 검토해야 합니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
영업이익률,[],투자지표/밸류에이션,"영업이익률은 기업의 영업이익을 매출액으로 나눈 지표로, 영업활동의 효율성을 나타냅니다. 매출액 중 실제로 남긴 이익이 어느 정도인지 보여주며, 재무제표나 기업 분석 리포트에서 수익성을 평가할 때 주로 활용됩니다. 일반적으로 수치가 높을수록 긍정적이지만, 동종 업종의 평균이나 경쟁사와 비교해 판단하는 것이 중요합니다. 시장 상황이 좋은데도 업계 평균보다 낮다면 수익성 개선이 필요한 상태로 해석될 수 있습니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
영업일,[],거래/주문/결제,"영업일은 공휴일이 아닌 날로, 대한민국의 시중 은행들이 정상적으로 영업하는 날을 뜻합니다. 주식 시장에서 주문 체결 후 결제가 진행되거나 입출금 업무가 처리되는 기준이 되는 날입니다. 외환거래를 포함하여 은행 업무가 정상적으로 이루어지는 날을 의미합니다.",iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
"영업일, 거래일",[],거래/주문/결제,"영업일(거래일)은 국내 상업은행과 외환시장이 지급결제와 일반 거래를 위해 정상적으로 운영되는 날을 뜻합니다. 주식 시장에서 주문을 내거나 대금이 결제되는 기준이 되는 날로, 일부 은행이나 영업점만 문을 여는 경우는 포함되지 않습니다.",KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
예납조치(deposit in advance),[],거래/주문/결제,"예납조치는 특정 종목의 주가가 지나치게 오르는 것을 막기 위해, 매매 주문을 내기 전 매수 자금이나 매도할 주식을 미리 납부하게 하는 시장 조치입니다. 시장 과열을 억제하기 위한 장치로 활용되며, 이 조치가 적용된 종목은 주문 시점에 자산이 미리 준비되어 있어야 하므로 거래 환경이 평소와 다를 수 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
예대금리차(interest margin),[],채권/금리/환율,"예대금리차는 은행 등 금융기관이 대출로 받은 이자와 예금으로 지급한 이자의 차이를 뜻합니다. 금융기관의 수익성을 나타내는 지표로, 대출금리에서 예금 비용을 뺀 값으로 계산합니다. 뉴스나 리포트에서 은행의 이익 구조를 분석할 때 주로 사용하며, 여기에 유가증권 이율이나 외부 부채 비용까지 포함하면 총자금리차라고 부릅니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
